periode_data,periode_pemantauan,bulan_sampling,wilayah,kecamatan,jenis_lokasi,lokasi_sampling,latitude,longitude,kelompok_parameter,parameter,baku_mutu,hasil_pengukuran,kondisi
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet,-6.215621016,106.8251525,,Timbal,N/A,0.01,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet,-6.215621016,106.8251525,,IP,N/A,2.3,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet,-6.215621016,106.8251525,,Status,N/A,ringan,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Kuningan,-6.218852778,106.8248611,,Escherichia coli,0,0,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Kuningan,-6.218852778,106.8248611,,Total Coliform,0,0,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Kuningan,-6.218852778,106.8248611,,Temperatur,N/A,28.35,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Kuningan,-6.218852778,106.8248611,,Total Dissolve Solid,300,345,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Kuningan,-6.218852778,106.8248611,,Kekeruhan,3,1.25,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Kuningan,-6.218852778,106.8248611,,Warna,10,6,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Kuningan,-6.218852778,106.8248611,,pH,N/A,6.455,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Kuningan,-6.218852778,106.8248611,,Nitrat (sebagai NO3) (terlarut),20,9.5,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Pasar Minggu,Sumur,Ragunan,-6.305,106.8194444,,Nitrit (sebagai NO2) (terlarut),3,0.01,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Kuningan,-6.218852778,106.8248611,,Kromium valensi 6 (Cr6+) (terlarut),0.01,0.001,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Kuningan,-6.218852778,106.8248611,,Besi (Fe) (terlarut),0.2,0.02,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Kuningan,-6.218852778,106.8248611,,Mangan (Mn) terlarut,0.1,0.01,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Kuningan,-6.218852778,106.8248611,,Salinitas,N/A,0.02,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Kuningan,-6.218852778,106.8248611,,Oksigen terlarut (DO),4,5.15,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Kuningan,-6.218852778,106.8248611,,Daya Hantar Listrik,N/A,440,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Kuningan,-6.218852778,106.8248611,,ORP*,N/A,44.5,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Kuningan,-6.218852778,106.8248611,,Deterjen,0.05,0.08,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Kuningan,-6.218852778,106.8248611,,Zat Organik (KMnO4),10,2.37,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Karet Tengsin,-6.211969,106.815474,,Air Raksa,N/A,0.0009,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet,-6.215621016,106.8251525,,Kadmium,N/A,0.005,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Kuningan,-6.218852778,106.8248611,,Timbal,N/A,0.01,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Kuningan,-6.218852778,106.8248611,,IP,N/A,0.9,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Kuningan,-6.218852778,106.8248611,,Status,N/A,baik,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Semanggi,-6.225747,106.821192,,Escherichia coli,0,0,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Semanggi,-6.225747,106.821192,,Total Coliform,0,0,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Semanggi,-6.225747,106.821192,,Temperatur,N/A,28.65,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Semanggi,-6.225747,106.821192,,Total Dissolve Solid,300,435,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Semanggi,-6.225747,106.821192,,Kekeruhan,3,1.9,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Semanggi,-6.225747,106.821192,,Warna,10,9,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Semanggi,-6.225747,106.821192,,pH,N/A,6.885,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Semanggi,-6.225747,106.821192,,Nitrat (sebagai NO3) (terlarut),20,12.7,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Utara,Koja,Sumur,Rawa Badak Selatan,-6.127217,106.897442,,Nitrit (sebagai NO2) (terlarut),3,0.01,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Semanggi,-6.225747,106.821192,,Kromium valensi 6 (Cr6+) (terlarut),0.01,0.001,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Semanggi,-6.225747,106.821192,,Besi (Fe) (terlarut),0.2,0.01,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Semanggi,-6.225747,106.821192,,Mangan (Mn) terlarut,0.1,0.03,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Semanggi,-6.225747,106.821192,,Salinitas,N/A,0.04,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Semanggi,-6.225747,106.821192,,Oksigen terlarut (DO),4,4.9,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Semanggi,-6.225747,106.821192,,Daya Hantar Listrik,N/A,620,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Semanggi,-6.225747,106.821192,,ORP*,N/A,19,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Semanggi,-6.225747,106.821192,,Deterjen,0.05,0.03,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Semanggi,-6.225747,106.821192,,Zat Organik (KMnO4),10,1.98,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Sawah Besar,Sumur,Kartini,-6.153055556,106.8316667,,Air Raksa,N/A,0.0009,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Kuningan,-6.218852778,106.8248611,,Kadmium,N/A,0.005,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Semanggi,-6.225747,106.821192,,Timbal,N/A,0.01,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Semanggi,-6.225747,106.821192,,IP,N/A,1.3,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Semanggi,-6.225747,106.821192,,Status,N/A,ringan,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Karet Tengsin,-6.211969,106.815474,,Escherichia coli,0,600,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Karet Tengsin,-6.211969,106.815474,,Total Coliform,0,3000,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Karet Tengsin,-6.211969,106.815474,,Temperatur,N/A,30.05,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Karet Tengsin,-6.211969,106.815474,,Total Dissolve Solid,300,295,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Karet Tengsin,-6.211969,106.815474,,Kekeruhan,3,2.3,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Karet Tengsin,-6.211969,106.815474,,Warna,10,1,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Karet Tengsin,-6.211969,106.815474,,pH,N/A,6.95,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Karet Tengsin,-6.211969,106.815474,,Nitrat (sebagai NO3) (terlarut),20,12.5,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Kebayoran Baru,Sumur,Rawa Barat,-6.238207,106.816357,,Nitrit (sebagai NO2) (terlarut),3,0.01,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Karet Tengsin,-6.211969,106.815474,,Kromium valensi 6 (Cr6+) (terlarut),0.01,0.001,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Karet Tengsin,-6.211969,106.815474,,Besi (Fe) (terlarut),0.2,0.09,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Karet Tengsin,-6.211969,106.815474,,Mangan (Mn) terlarut,0.1,0.01,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Karet Tengsin,-6.211969,106.815474,,Salinitas,N/A,0.02,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Karet Tengsin,-6.211969,106.815474,,Oksigen terlarut (DO),4,5.8,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Karet Tengsin,-6.211969,106.815474,,Daya Hantar Listrik,N/A,410,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Karet Tengsin,-6.211969,106.815474,,ORP*,N/A,21.5,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Karet Tengsin,-6.211969,106.815474,,Deterjen,0.05,0.05,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Karet Tengsin,-6.211969,106.815474,,Zat Organik (KMnO4),10,1.13,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Matraman,Sumur,Kayu Manis,-6.20694,106.863527,,Air Raksa,N/A,0.0009,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Setiabudi,Sumur,Karet Semanggi,-6.225747,106.821192,,Kadmium,N/A,0.005,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Karet Tengsin,-6.211969,106.815474,,Timbal,N/A,0.01,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Karet Tengsin,-6.211969,106.815474,,IP,N/A,13.2,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Karet Tengsin,-6.211969,106.815474,,Status,N/A,berat,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Sawah Besar,Sumur,Kartini,-6.153055556,106.8316667,,Escherichia coli,0,0,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Sawah Besar,Sumur,Kartini,-6.153055556,106.8316667,,Total Coliform,0,0,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Sawah Besar,Sumur,Kartini,-6.153055556,106.8316667,,Temperatur,N/A,29.55,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Sawah Besar,Sumur,Kartini,-6.153055556,106.8316667,,Total Dissolve Solid,300,890,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Sawah Besar,Sumur,Kartini,-6.153055556,106.8316667,,Kekeruhan,3,1.6,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Sawah Besar,Sumur,Kartini,-6.153055556,106.8316667,,Warna,10,6,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Sawah Besar,Sumur,Kartini,-6.153055556,106.8316667,,pH,N/A,7.63,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Sawah Besar,Sumur,Kartini,-6.153055556,106.8316667,,Nitrat (sebagai NO3) (terlarut),20,2,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Barat,Cengkareng,Sumur,Rawa Buaya,-6.169802,106.734283,,Nitrit (sebagai NO2) (terlarut),3,0.01,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Sawah Besar,Sumur,Kartini,-6.153055556,106.8316667,,Kromium valensi 6 (Cr6+) (terlarut),0.01,0.001,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Sawah Besar,Sumur,Kartini,-6.153055556,106.8316667,,Besi (Fe) (terlarut),0.2,0.12,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Sawah Besar,Sumur,Kartini,-6.153055556,106.8316667,,Mangan (Mn) terlarut,0.1,0.07,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Sawah Besar,Sumur,Kartini,-6.153055556,106.8316667,,Salinitas,N/A,0.06,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Sawah Besar,Sumur,Kartini,-6.153055556,106.8316667,,Oksigen terlarut (DO),4,4,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Sawah Besar,Sumur,Kartini,-6.153055556,106.8316667,,Daya Hantar Listrik,N/A,1285,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Sawah Besar,Sumur,Kartini,-6.153055556,106.8316667,,ORP*,N/A,-20,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Sawah Besar,Sumur,Kartini,-6.153055556,106.8316667,,Deterjen,0.05,0.06,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Sawah Besar,Sumur,Kartini,-6.153055556,106.8316667,,Zat Organik (KMnO4),10,7.17,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Pulogadung,Sumur,Kayu Putih,-6.185919,106.887413,,Air Raksa,N/A,0.0009,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Karet Tengsin,-6.211969,106.815474,,Kadmium,N/A,0.005,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Sawah Besar,Sumur,Kartini,-6.153055556,106.8316667,,Timbal,N/A,0.01,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Sawah Besar,Sumur,Kartini,-6.153055556,106.8316667,,IP,N/A,2.4,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Sawah Besar,Sumur,Kartini,-6.153055556,106.8316667,,Status,N/A,ringan,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Matraman,Sumur,Kayu Manis,-6.20694,106.863527,,Escherichia coli,0,7900,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Matraman,Sumur,Kayu Manis,-6.20694,106.863527,,Total Coliform,0,8900,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Matraman,Sumur,Kayu Manis,-6.20694,106.863527,,Temperatur,N/A,28.45,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Matraman,Sumur,Kayu Manis,-6.20694,106.863527,,Total Dissolve Solid,300,375,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Matraman,Sumur,Kayu Manis,-6.20694,106.863527,,Kekeruhan,3,1,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Matraman,Sumur,Kayu Manis,-6.20694,106.863527,,Warna,10,1,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Matraman,Sumur,Kayu Manis,-6.20694,106.863527,,pH,N/A,7.38,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Matraman,Sumur,Kayu Manis,-6.20694,106.863527,,Nitrat (sebagai NO3) (terlarut),20,4,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Jatinegara,Sumur,Rawabunga,-6.221406,106.869936,,Nitrit (sebagai NO2) (terlarut),3,0.01,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Matraman,Sumur,Kayu Manis,-6.20694,106.863527,,Kromium valensi 6 (Cr6+) (terlarut),0.01,0.001,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Matraman,Sumur,Kayu Manis,-6.20694,106.863527,,Besi (Fe) (terlarut),0.2,0.01,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Matraman,Sumur,Kayu Manis,-6.20694,106.863527,,Mangan (Mn) terlarut,0.1,0.14,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Matraman,Sumur,Kayu Manis,-6.20694,106.863527,,Salinitas,N/A,0.035,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Matraman,Sumur,Kayu Manis,-6.20694,106.863527,,Oksigen terlarut (DO),4,4.75,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Matraman,Sumur,Kayu Manis,-6.20694,106.863527,,Daya Hantar Listrik,N/A,530,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Matraman,Sumur,Kayu Manis,-6.20694,106.863527,,ORP*,N/A,25.5,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Matraman,Sumur,Kayu Manis,-6.20694,106.863527,,Deterjen,0.05,0.03,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Matraman,Sumur,Kayu Manis,-6.20694,106.863527,,Zat Organik (KMnO4),10,2.31,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tamansari,Sumur,Keagungan,-6.150888889,106.8150556,,Air Raksa,N/A,0.0009,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Sawah Besar,Sumur,Kartini,-6.153055556,106.8316667,,Kadmium,N/A,0.005,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Matraman,Sumur,Kayu Manis,-6.20694,106.863527,,Timbal,N/A,0.01,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Matraman,Sumur,Kayu Manis,-6.20694,106.863527,,IP,N/A,15,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Matraman,Sumur,Kayu Manis,-6.20694,106.863527,,Status,N/A,berat,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Pulogadung,Sumur,Kayu Putih,-6.185919,106.887413,,Escherichia coli,0,0,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Pulogadung,Sumur,Kayu Putih,-6.185919,106.887413,,Total Coliform,0,800,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Pulogadung,Sumur,Kayu Putih,-6.185919,106.887413,,Temperatur,N/A,16.005,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Pulogadung,Sumur,Kayu Putih,-6.185919,106.887413,,Total Dissolve Solid,300,182.77,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Pulogadung,Sumur,Kayu Putih,-6.185919,106.887413,,Kekeruhan,3,0.675,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Pulogadung,Sumur,Kayu Putih,-6.185919,106.887413,,Warna,10,4,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Pulogadung,Sumur,Kayu Putih,-6.185919,106.887413,,pH,N/A,7.89,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Pulogadung,Sumur,Kayu Putih,-6.185919,106.887413,,Nitrat (sebagai NO3) (terlarut),20,1.7,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Pancoran,Sumur,Rawajati,-6.26034,106.85268,,Nitrit (sebagai NO2) (terlarut),3,0.01,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Pulogadung,Sumur,Kayu Putih,-6.185919,106.887413,,Kromium valensi 6 (Cr6+) (terlarut),0.01,0.001,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Pulogadung,Sumur,Kayu Putih,-6.185919,106.887413,,Besi (Fe) (terlarut),0.2,0.12,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Pulogadung,Sumur,Kayu Putih,-6.185919,106.887413,,Mangan (Mn) terlarut,0.1,0.06,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Pulogadung,Sumur,Kayu Putih,-6.185919,106.887413,,Salinitas,N/A,-70.5,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Pulogadung,Sumur,Kayu Putih,-6.185919,106.887413,,Oksigen terlarut (DO),4,7.3,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Pulogadung,Sumur,Kayu Putih,-6.185919,106.887413,,Daya Hantar Listrik,N/A,533.5,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Pulogadung,Sumur,Kayu Putih,-6.185919,106.887413,,ORP*,N/A,3,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Pulogadung,Sumur,Kayu Putih,-6.185919,106.887413,,Deterjen,0.05,0.1,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Pulogadung,Sumur,Kayu Putih,-6.185919,106.887413,,Zat Organik (KMnO4),10,2.62,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Pasar Minggu,Sumur,Kebagusan,-6.319722222,106.8255556,,Air Raksa,N/A,0.0009,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Matraman,Sumur,Kayu Manis,-6.20694,106.863527,,Kadmium,N/A,0.005,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Pulogadung,Sumur,Kayu Putih,-6.185919,106.887413,,Timbal,N/A,0.01,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Pulogadung,Sumur,Kayu Putih,-6.185919,106.887413,,IP,N/A,11,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Pulogadung,Sumur,Kayu Putih,-6.185919,106.887413,,Status,N/A,berat,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Barat,Tamansari,Sumur,Keagungan,-6.150888889,106.8150556,,Escherichia coli,0,0,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Barat,Tamansari,Sumur,Keagungan,-6.150888889,106.8150556,,Total Coliform,0,0,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Barat,Tamansari,Sumur,Keagungan,-6.150888889,106.8150556,,Temperatur,N/A,29.3,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Barat,Tamansari,Sumur,Keagungan,-6.150888889,106.8150556,,Total Dissolve Solid,300,161.5,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Barat,Tamansari,Sumur,Keagungan,-6.150888889,106.8150556,,Kekeruhan,3,0.4,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Barat,Tamansari,Sumur,Keagungan,-6.150888889,106.8150556,,Warna,10,16,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Barat,Tamansari,Sumur,Keagungan,-6.150888889,106.8150556,,pH,N/A,7.01,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Barat,Tamansari,Sumur,Keagungan,-6.150888889,106.8150556,,Nitrat (sebagai NO3) (terlarut),20,2.8,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Pulogadung,Sumur,Rawamangun,-6.198922,106.880913,,Nitrit (sebagai NO2) (terlarut),3,0.01,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Barat,Tamansari,Sumur,Keagungan,-6.150888889,106.8150556,,Kromium valensi 6 (Cr6+) (terlarut),0.01,0.001,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Barat,Tamansari,Sumur,Keagungan,-6.150888889,106.8150556,,Besi (Fe) (terlarut),0.2,0.03,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Barat,Tamansari,Sumur,Keagungan,-6.150888889,106.8150556,,Mangan (Mn) terlarut,0.1,0.07,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Barat,Tamansari,Sumur,Keagungan,-6.150888889,106.8150556,,Salinitas,N/A,0.02,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Barat,Tamansari,Sumur,Keagungan,-6.150888889,106.8150556,,Oksigen terlarut (DO),4,4.3,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Barat,Tamansari,Sumur,Keagungan,-6.150888889,106.8150556,,Daya Hantar Listrik,N/A,242.5,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Barat,Tamansari,Sumur,Keagungan,-6.150888889,106.8150556,,ORP*,N/A,10,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Barat,Tamansari,Sumur,Keagungan,-6.150888889,106.8150556,,Deterjen,0.05,0.03,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Barat,Tamansari,Sumur,Keagungan,-6.150888889,106.8150556,,Zat Organik (KMnO4),10,3.29,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Kebayoran Lama,Sumur,Kebayoran Lama Selatan,-6.248055556,106.7827778,,Air Raksa,N/A,0.0009,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Timur,Pulogadung,Sumur,Kayu Putih,-6.185919,106.887413,,Kadmium,N/A,0.005,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Barat,Tamansari,Sumur,Keagungan,-6.150888889,106.8150556,,Timbal,N/A,0.01,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Barat,Tamansari,Sumur,Keagungan,-6.150888889,106.8150556,,IP,N/A,1.5,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Barat,Tamansari,Sumur,Keagungan,-6.150888889,106.8150556,,Status,N/A,ringan,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Pasar Minggu,Sumur,Kebagusan,-6.319722222,106.8255556,,Escherichia coli,0,0,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Pasar Minggu,Sumur,Kebagusan,-6.319722222,106.8255556,,Total Coliform,0,0,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Pasar Minggu,Sumur,Kebagusan,-6.319722222,106.8255556,,Temperatur,N/A,28.55,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Pasar Minggu,Sumur,Kebagusan,-6.319722222,106.8255556,,Total Dissolve Solid,300,133.5,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Pasar Minggu,Sumur,Kebagusan,-6.319722222,106.8255556,,Kekeruhan,3,0.45,
